"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"","Это текст 1478","This is text 1478","","False","context_for_row_1478","",""
"","Это текст 1479","This is text 1479","","False","context_for_row_1479","",""
"","Это текст 1480","This is text 1480","","False","context_for_row_1480","",""
"","Это текст 1481","This is text 1481","","False","context_for_row_1481","",""
"","Это текст 1482","This is text 1482","","False","context_for_row_1482","",""
"","Это текст 1483","This is text 1483","","False","context_for_row_1483","",""
"","Это текст 1484","This is text 1484","","False","context_for_row_1484","",""
"","Это текст 1485","This is text 1485","","False","context_for_row_1485","",""
"","Это текст 1486","This is text 1486","","False","context_for_row_1486","",""
"","Это текст 1487","This is text 1487","","False","context_for_row_1487","",""
"","Это текст 1488","This is text 1488","","False","context_for_row_1488","",""
"","Это текст 1489","This is text 1489","","False","context_for_row_1489","",""
"","Это текст 1490","This is text 1490","","False","context_for_row_1490","",""
"","Это текст 1491","This is text 1491","","False","context_for_row_1491","",""
"","Это текст 1492","This is text 1492","","False","context_for_row_1492","",""
"","Это текст 1493","This is text 1493","","False","context_for_row_1493","",""
"","Это текст 1494","This is text 1494","","False","context_for_row_1494","",""
"","Это текст 1495","This is text 1495","","False","context_for_row_1495","",""
"","Это текст 1496","This is text 1496","","False","context_for_row_1496","",""
"","Это текст 1497","This is text 1497","","False","context_for_row_1497","",""
"","Это текст 1498","This is text 1498","","False","context_for_row_1498","",""
"","Это текст 1499","This is text 1499","","False","context_for_row_1499","",""
"","Это текст 1500","This is text 1500","","False","context_for_row_1500","",""
"","Это текст 1501","This is text 1501","","False","context_for_row_1501","",""
"","Это текст 1502","This is text 1502","","False","context_for_row_1502","",""
"","Это текст 1503","This is text 1503","","False","context_for_row_1503","",""
"","Это текст 1504","This is text 1504","","False","context_for_row_1504","",""
"","Это текст 1505","This is text 1505","","False","context_for_row_1505","",""
"","Это текст 1506","This is text 1506","","False","context_for_row_1506","",""
"","Это текст 1507","This is text 1507","","False","context_for_row_1507","",""
"","Это текст 1508","This is text 1508","","False","context_for_row_1508","",""
"","Это текст 1509","This is text 1509","","False","context_for_row_1509","",""
"","Это текст 1510","This is text 1510","","False","context_for_row_1510","",""
"","Это текст 1511","This is text 1511","","False","context_for_row_1511","",""
"","Это текст 1512","This is text 1512","","False","context_for_row_1512","",""
"","Это текст 1513","This is text 1513","","False","context_for_row_1513","",""
"","Это текст 1514","This is text 1514","","False","context_for_row_1514","",""
"","Это текст 1515","This is text 1515","","False","context_for_row_1515","",""
"","Это текст 1516","This is text 1516","","False","context_for_row_1516","",""
"","Это текст 1517","This is text 1517","","False","context_for_row_1517","",""
"","Это текст 1518","This is text 1518","","False","context_for_row_1518","",""
"","Это текст 1519","This is text 1519","","False","context_for_row_1519","",""
"","Это текст 1520","This is text 1520","","False","context_for_row_1520","",""
"","Это текст 1521","This is text 1521","","False","context_for_row_1521","",""
"","Это текст 1522","This is text 1522","","False","context_for_row_1522","",""
"","Это текст 1523","This is text 1523","","False","context_for_row_1523","",""
"","Это текст 1524","This is text 1524","","False","context_for_row_1524","",""
"","Это текст 1525","This is text 1525","","False","context_for_row_1525","",""
"","Это текст 1526","This is text 1526","","False","context_for_row_1526","",""
"","Это текст 1527","This is text 1527","","False","context_for_row_1527","",""
"","Это текст 1528","This is text 1528","","False","context_for_row_1528","",""
"","Это текст 1529","This is text 1529","","False","context_for_row_1529","",""
"","Это текст 1530","This is text 1530","","False","context_for_row_1530","",""
"","Это текст 1531","This is text 1531","","False","context_for_row_1531","",""
"","Это текст 1532","This is text 1532","","False","context_for_row_1532","",""
"","Это текст 1533","This is text 1533","","False","context_for_row_1533","",""
"","Это текст 1534","This is text 1534","","False","context_for_row_1534","",""
"","Это текст 1535","This is text 1535","","False","context_for_row_1535","",""
"","Это текст 1536","This is text 1536","","False","context_for_row_1536","",""
"","Это текст 1537","This is text 1537","","False","context_for_row_1537","",""
"","Это текст 1538","This is text 1538","","False","context_for_row_1538","",""
"","Это текст 1539","This is text 1539","","False","context_for_row_1539","",""
"","Это текст 1540","This is text 1540","","False","context_for_row_1540","",""
"","Это текст 1541","This is text 1541","","False","context_for_row_1541","",""
"","Это текст 1542","This is text 1542","","False","context_for_row_1542","",""
"","Это текст 1543","This is text 1543","","False","context_for_row_1543","",""
"","Это текст 1544","This is text 1544","","False","context_for_row_1544","",""
"","Это текст 1545","This is text 1545","","False","context_for_row_1545","",""
"","Это текст 1546","This is text 1546","","False","context_for_row_1546","",""
"","Это текст 1547","This is text 1547","","False","context_for_row_1547","",""
"","Это текст 1548","This is text 1548","","False","context_for_row_1548","",""
"","Это текст 1549","This is text 1549","","False","context_for_row_1549","",""
"","Это текст 1550","This is text 1550","","False","context_for_row_1550","",""
"","Это текст 1551","This is text 1551","","False","context_for_row_1551","",""
"","Это текст 1552","This is text 1552","","False","context_for_row_1552","",""
"","Это текст 1553","This is text 1553","","False","context_for_row_1553","",""
"","Это текст 1554","This is text 1554","","False","context_for_row_1554","",""
"","Это текст 1555","This is text 1555","","False","context_for_row_1555","",""
"","Это текст 1556","This is text 1556","","False","context_for_row_1556","",""
"","Это текст 1557","This is text 1557","","False","context_for_row_1557","",""
"","Это текст 1558","This is text 1558","","False","context_for_row_1558","",""
"","Это текст 1559","This is text 1559","","False","context_for_row_1559","",""
"","Это текст 1560","This is text 1560","","False","context_for_row_1560","",""
"","Это текст 1561","This is text 1561","","False","context_for_row_1561","",""
"","Это текст 1562","This is text 1562","","False","context_for_row_1562","",""
"","Это текст 1563","This is text 1563","","False","context_for_row_1563","",""
"","Это текст 1564","This is text 1564","","False","context_for_row_1564","",""
"","Это текст 1565","This is text 1565","","False","context_for_row_1565","",""
"","Это текст 1566","This is text 1566","","False","context_for_row_1566","",""
"","Это текст 1567","This is text 1567","","False","context_for_row_1567","",""
"","Это текст 1568","This is text 1568","","False","context_for_row_1568","",""
"","Это текст 1569","This is text 1569","","False","context_for_row_1569","",""
"","Это текст 1570","This is text 1570","","False","context_for_row_1570","",""
"","Это текст 1571","This is text 1571","","False","context_for_row_1571","",""
"","Это текст 1572","This is text 1572","","False","context_for_row_1572","",""
"","Это текст 1573","This is text 1573","","False","context_for_row_1573","",""
"","Это текст 1574","This is text 1574","","False","context_for_row_1574","",""
"","Это текст 1575","This is text 1575","","False","context_for_row_1575","",""
"","Это текст 1576","This is text 1576","","False","context_for_row_1576","",""
"","Это текст 1577","This is text 1577","","False","context_for_row_1577","",""
"","Это текст 1578","This is text 1578","","False","context_for_row_1578","",""
"","Это текст 1579","This is text 1579","","False","context_for_row_1579","",""
"","Это текст 1580","This is text 1580","","False","context_for_row_1580","",""
"","Это текст 1581","This is text 1581","","False","context_for_row_1581","",""
"","Это текст 1582","This is text 1582","","False","context_for_row_1582","",""
"","Это текст 1583","This is text 1583","","False","context_for_row_1583","",""
"","Это текст 1584","This is text 1584","","False","context_for_row_1584","",""
"","Это текст 1585","This is text 1585","","False","context_for_row_1585","",""
"","Это текст 1586","This is text 1586","","False","context_for_row_1586","",""
"","Это текст 1587","This is text 1587","","False","context_for_row_1587","",""
"","Это текст 1588","This is text 1588","","False","context_for_row_1588","",""
"","Это текст 1589","This is text 1589","","False","context_for_row_1589","",""
"","Это текст 1590","This is text 1590","","False","context_for_row_1590","",""
"","Это текст 1591","This is text 1591","","False","context_for_row_1591","",""
"","Это текст 1592","This is text 1592","","False","context_for_row_1592","",""
"","Это текст 1593","This is text 1593","","False","context_for_row_1593","",""
"","Это текст 1594","This is text 1594","","False","context_for_row_1594","",""
"","Это текст 1595","This is text 1595","","False","context_for_row_1595","",""
"","Это текст 1596","This is text 1596","","False","context_for_row_1596","",""
"","Это текст 1597","This is text 1597","","False","context_for_row_1597","",""
"","Это текст 1598","This is text 1598","","False","context_for_row_1598","",""
"","Это текст 1599","This is text 1599","","False","context_for_row_1599","",""
"","Это текст 1600","This is text 1600","","False","context_for_row_1600","",""
"","Это текст 1601","This is text 1601","","False","context_for_row_1601","",""
"","Это текст 1602","This is text 1602","","False","context_for_row_1602","",""
"","Это текст 1603","This is text 1603","","False","context_for_row_1603","",""
"","Это текст 1604","This is text 1604","","False","context_for_row_1604","",""
"","Это текст 1605","This is text 1605","","False","context_for_row_1605","",""
"","Это текст 1606","This is text 1606","","False","context_for_row_1606","",""
"","Это текст 1607","This is text 1607","","False","context_for_row_1607","",""
"","Это текст 1608","This is text 1608","","False","context_for_row_1608","",""
"","Это текст 1609","This is text 1609","","False","context_for_row_1609","",""
"","Это текст 1610","This is text 1610","","False","context_for_row_1610","",""
"","Это текст 1611","This is text 1611","","False","context_for_row_1611","",""
"","Это текст 1612","This is text 1612","","False","context_for_row_1612","",""
"","Это текст 1613","This is text 1613","","False","context_for_row_1613","",""
"","Это текст 1614","This is text 1614","","False","context_for_row_1614","",""
"","Это текст 1615","This is text 1615","","False","context_for_row_1615","",""
"","Это текст 1616","This is text 1616","","False","context_for_row_1616","",""
"","Это текст 1617","This is text 1617","","False","context_for_row_1617","",""
"","Это текст 1618","This is text 1618","","False","context_for_row_1618","",""
"","Это текст 1619","This is text 1619","","False","context_for_row_1619","",""
"","Это текст 1620","This is text 1620","","False","context_for_row_1620","",""
"","Это текст 1621","This is text 1621","","False","context_for_row_1621","",""
"","Это текст 1622","This is text 1622","","False","context_for_row_1622","",""
"","Это текст 1623","This is text 1623","","False","context_for_row_1623","",""
"","Это текст 1624","This is text 1624","","False","context_for_row_1624","",""
"","Это текст 1625","This is text 1625","","False","context_for_row_1625","",""
"","Это текст 1626","This is text 1626","","False","context_for_row_1626","",""
"","Это текст 1627","This is text 1627","","False","context_for_row_1627","",""
"","Это текст 1628","This is text 1628","","False","context_for_row_1628","",""
"","Это текст 1629","This is text 1629","","False","context_for_row_1629","",""
"","Это текст 1630","This is text 1630","","False","context_for_row_1630","",""
"","Это текст 1631","This is text 1631","","False","context_for_row_1631","",""
"","Это текст 1632","This is text 1632","","False","context_for_row_1632","",""
"","Это текст 1633","This is text 1633","","False","context_for_row_1633","",""
"","Это текст 1634","This is text 1634","","False","context_for_row_1634","",""
"","Это текст 1635","This is text 1635","","False","context_for_row_1635","",""
"","Это текст 1636","This is text 1636","","False","context_for_row_1636","",""
"","Это текст 1637","This is text 1637","","False","context_for_row_1637","",""
"","Это текст 1638","This is text 1638","","False","context_for_row_1638","",""
"","Это текст 1639","This is text 1639","","False","context_for_row_1639","",""
"","Это текст 1640","This is text 1640","","False","context_for_row_1640","",""
"","Это текст 1641","This is text 1641","","False","context_for_row_1641","",""
"","Это текст 1642","This is text 1642","","False","context_for_row_1642","",""
"","Это текст 1643","This is text 1643","","False","context_for_row_1643","",""
"","Это текст 1644","This is text 1644","","False","context_for_row_1644","",""
"","Это текст 1645","This is text 1645","","False","context_for_row_1645","",""
"","Это текст 1646","This is text 1646","","False","context_for_row_1646","",""
"","Это текст 1647","This is text 1647","","False","context_for_row_1647","",""
"","Это текст 1648","This is text 1648","","False","context_for_row_1648","",""
"","Это текст 1649","This is text 1649","","False","context_for_row_1649","",""
"","Это текст 1650","This is text 1650","","False","context_for_row_1650","",""
"","Это текст 1651","This is text 1651","","False","context_for_row_1651","",""
"","Это текст 1652","This is text 1652","","False","context_for_row_1652","",""
"","Это текст 1653","This is text 1653","","False","context_for_row_1653","",""
"","Это текст 1654","This is text 1654","","False","context_for_row_1654","",""
"","Это текст 1655","This is text 1655","","False","context_for_row_1655","",""
"","Это текст 1656","This is text 1656","","False","context_for_row_1656","",""
"","Это текст 1657","This is text 1657","","False","context_for_row_1657","",""
"","Это текст 1658","This is text 1658","","False","context_for_row_1658","",""
"","Это текст 1659","This is text 1659","","False","context_for_row_1659","",""
"","Это текст 1660","This is text 1660","","False","context_for_row_1660","",""
"","Это текст 1661","This is text 1661","","False","context_for_row_1661","",""
"","Это текст 1662","This is text 1662","","False","context_for_row_1662","",""
"","Это текст 1663","This is text 1663","","False","context_for_row_1663","",""
"","Это текст 1664","This is text 1664","","False","context_for_row_1664","",""
"","Это текст 1665","This is text 1665","","False","context_for_row_1665","",""
"","Это текст 1666","This is text 1666","","False","context_for_row_1666","",""
"","Это текст 1667","This is text 1667","","False","context_for_row_1667","",""
"","Это текст 1668","This is text 1668","","False","context_for_row_1668","",""
"","Это текст 1669","This is text 1669","","False","context_for_row_1669","",""
"","Это текст 1670","This is text 1670","","False","context_for_row_1670","",""
"","Это текст 1671","This is text 1671","","False","context_for_row_1671","",""
"","Это текст 1672","This is text 1672","","False","context_for_row_1672","",""
"","Это текст 1673","This is text 1673","","False","context_for_row_1673","",""
"","Это текст 1674","This is text 1674","","False","context_for_row_1674","",""
"","Это текст 1675","This is text 1675","","False","context_for_row_1675","",""
"","Это текст 1676","This is text 1676","","False","context_for_row_1676","",""
"","Это текст 1677","This is text 1677","","False","context_for_row_1677","",""
"","Это текст 1678","This is text 1678","","False","context_for_row_1678","",""
"","Это текст 1679","This is text 1679","","False","context_for_row_1679","",""
"","Это текст 1680","This is text 1680","","False","context_for_row_1680","",""
"","Это текст 1681","This is text 1681","","False","context_for_row_1681","",""
"","Это текст 1682","This is text 1682","","False","context_for_row_1682","",""
"","Это текст 1683","This is text 1683","","False","context_for_row_1683","",""
"","Это текст 1684","This is text 1684","","False","context_for_row_1684","",""
"","Это текст 1685","This is text 1685","","False","context_for_row_1685","",""
"","Это текст 1686","This is text 1686","","False","context_for_row_1686","",""
"","Это текст 1687","This is text 1687","","False","context_for_row_1687","",""
"","Это текст 1688","This is text 1688","","False","context_for_row_1688","",""
"","Это текст 1689","This is text 1689","","False","context_for_row_1689","",""
"","Это текст 1690","This is text 1690","","False","context_for_row_1690","",""
"","Это текст 1691","This is text 1691","","False","context_for_row_1691","",""
"","Это текст 1692","This is text 1692","","False","context_for_row_1692","",""
"","Это текст 1693","This is text 1693","","False","context_for_row_1693","",""
"","Это текст 1694","This is text 1694","","False","context_for_row_1694","",""
"","Это текст 1695","This is text 1695","","False","context_for_row_1695","",""
"","Это текст 1696","This is text 1696","","False","context_for_row_1696","",""
"","Это текст 1697","This is text 1697","","False","context_for_row_1697","",""
"","Это текст 1698","This is text 1698","","False","context_for_row_1698","",""
"","Это текст 1699","This is text 1699","","False","context_for_row_1699","",""
"","Это текст 1700","This is text 1700","","False","context_for_row_1700","",""
"","Это текст 1701","This is text 1701","","False","context_for_row_1701","",""
"","Это текст 1702","This is text 1702","","False","context_for_row_1702","",""
"","Это текст 1703","This is text 1703","","False","context_for_row_1703","",""
"","Это текст 1704","This is text 1704","","False","context_for_row_1704","",""
"","Это текст 1705","This is text 1705","","False","context_for_row_1705","",""
"","Это текст 1706","This is text 1706","","False","context_for_row_1706","",""
"","Это текст 1707","This is text 1707","","False","context_for_row_1707","",""
"","Это текст 1708","This is text 1708","","False","context_for_row_1708","",""
"","Это текст 1709","This is text 1709","","False","context_for_row_1709","",""
"","Это текст 1710","This is text 1710","","False","context_for_row_1710","",""
"","Это текст 1711","This is text 1711","","False","context_for_row_1711","",""
"","Это текст 1712","This is text 1712","","False","context_for_row_1712","",""
"","Это текст 1713","This is text 1713","","False","context_for_row_1713","",""
"","Это текст 1714","This is text 1714","","False","context_for_row_1714","",""
"","Это текст 1715","This is text 1715","","False","context_for_row_1715","",""
"","Это текст 1716","This is text 1716","","False","context_for_row_1716","",""
"","Это текст 1717","This is text 1717","","False","context_for_row_1717","",""
"","Это текст 1718","This is text 1718","","False","context_for_row_1718","",""
"","Это текст 1719","This is text 1719","","False","context_for_row_1719","",""
"","Это текст 1720","This is text 1720","","False","context_for_row_1720","",""
"","Это текст 1721","This is text 1721","","False","context_for_row_1721","",""
"","Это текст 1722","This is text 1722","","False","context_for_row_1722","",""
"","Это текст 1723","This is text 1723","","False","context_for_row_1723","",""
"","Это текст 1724","This is text 1724","","False","context_for_row_1724","",""
"","Это текст 1725","This is text 1725","","False","context_for_row_1725","",""
"","Это текст 1726","This is text 1726","","False","context_for_row_1726","",""
"","Это текст 1727","This is text 1727","","False","context_for_row_1727","",""
"","Это текст 1728","This is text 1728","","False","context_for_row_1728","",""
"","Это текст 1729","This is text 1729","","False","context_for_row_1729","",""
"","Это текст 1730","This is text 1730","","False","context_for_row_1730","",""
"","Это текст 1731","This is text 1731","","False","context_for_row_1731","",""
"","Это текст 1732","This is text 1732","","False","context_for_row_1732","",""
"","Это текст 1733","This is text 1733","","False","context_for_row_1733","",""
"","Это текст 1734","This is text 1734","","False","context_for_row_1734","",""
"","Это текст 1735","This is text 1735","","False","context_for_row_1735","",""
"","Это текст 1736","This is text 1736","","False","context_for_row_1736","",""
"","Это текст 1737","This is text 1737","","False","context_for_row_1737","",""
"","Это текст 1738","This is text 1738","","False","context_for_row_1738","",""
"","Это текст 1739","This is text 1739","","False","context_for_row_1739","",""
"","Это текст 1740","This is text 1740","","False","context_for_row_1740","",""
"","Это текст 1741","This is text 1741","","False","context_for_row_1741","",""
"","Это текст 1742","This is text 1742","","False","context_for_row_1742","",""
"","Это текст 1743","This is text 1743","","False","context_for_row_1743","",""
"","Это текст 1744","This is text 1744","","False","context_for_row_1744","",""
"","Это текст 1745","This is text 1745","","False","context_for_row_1745","",""
"","Это текст 1746","This is text 1746","","False","context_for_row_1746","",""
"","Это текст 1747","This is text 1747","","False","context_for_row_1747","",""
"","Это текст 1748","This is text 1748","","False","context_for_row_1748","",""
"","Это текст 1749","This is text 1749","","False","context_for_row_1749","",""
"","Это текст 1750","This is text 1750","","False","context_for_row_1750","",""
"","Это текст 1751","This is text 1751","","False","context_for_row_1751","",""
"","Это текст 1752","This is text 1752","","False","context_for_row_1752","",""
"","Это текст 1753","This is text 1753","","False","context_for_row_1753","",""
"","Это текст 1754","This is text 1754","","False","context_for_row_1754","",""
"","Это текст 1755","This is text 1755","","False","context_for_row_1755","",""
"","Это текст 1756","This is text 1756","","False","context_for_row_1756","",""
"","Это текст 1757","This is text 1757","","False","context_for_row_1757","",""
"","Это текст 1758","This is text 1758","","False","context_for_row_1758","",""
"","Это текст 1759","This is text 1759","","False","context_for_row_1759","",""
"","Это текст 1760","This is text 1760","","False","context_for_row_1760","",""
"","Это текст 1761","This is text 1761","","False","context_for_row_1761","",""
"","Это текст 1762","This is text 1762","","False","context_for_row_1762","",""
"","Это текст 1763","This is text 1763","","False","context_for_row_1763","",""
"","Это текст 1764","This is text 1764","","False","context_for_row_1764","",""
"","Это текст 1765","This is text 1765","","False","context_for_row_1765","",""
"","Это текст 1766","This is text 1766","","False","context_for_row_1766","",""
"","Это текст 1767","This is text 1767","","False","context_for_row_1767","",""
"","Это текст 1768","This is text 1768","","False","context_for_row_1768","",""
"","Это текст 1769","This is text 1769","","False","context_for_row_1769","",""
"","Это текст 1770","This is text 1770","","False","context_for_row_1770","",""
"","Это текст 1771","This is text 1771","","False","context_for_row_1771","",""
"","Это текст 1772","This is text 1772","","False","context_for_row_1772","",""
"","Это текст 1773","This is text 1773","","False","context_for_row_1773","",""
"","Это текст 1774","This is text 1774","","False","context_for_row_1774","",""
"","Это текст 1775","This is text 1775","","False","context_for_row_1775","",""
"","Это текст 1776","This is text 1776","","False","context_for_row_1776","",""
"","Это текст 1777","This is text 1777","","False","context_for_row_1777","",""
"","Это текст 1778","This is text 1778","","False","context_for_row_1778","",""
"","Это текст 1779","This is text 1779","","False","context_for_row_1779","",""
"","Это текст 1780","This is text 1780","","False","context_for_row_1780","",""
"","Это текст 1781","This is text 1781","","False","context_for_row_1781","",""
"","Это текст 1782","This is text 1782","","False","context_for_row_1782","",""
"","Это текст 1783","This is text 1783","","False","context_for_row_1783","",""
"","Это текст 1784","This is text 1784","","False","context_for_row_1784","",""
"","Это текст 1785","This is text 1785","","False","context_for_row_1785","",""
"","Это текст 1786","This is text 1786","","False","context_for_row_1786","",""
"","Это текст 1787","This is text 1787","","False","context_for_row_1787","",""
"","Это текст 1788","This is text 1788","","False","context_for_row_1788","",""
"","Это текст 1789","This is text 1789","","False","context_for_row_1789","",""
"","Это текст 1790","This is text 1790","","False","context_for_row_1790","",""
"","Это текст 1791","This is text 1791","","False","context_for_row_1791","",""
"","Это текст 1792","This is text 1792","","False","context_for_row_1792","",""
"","Это текст 1793","This is text 1793","","False","context_for_row_1793","",""
"","Это текст 1794","This is text 1794","","False","context_for_row_1794","",""
"","Это текст 1795","This is text 1795","","False","context_for_row_1795","",""
"","Это текст 1796","This is text 1796","","False","context_for_row_1796","",""
"","Это текст 1797","This is text 1797","","False","context_for_row_1797","",""
"","Это текст 1798","This is text 1798","","False","context_for_row_1798","",""
"","Это текст 1799","This is text 1799","","False","context_for_row_1799","",""
"","Это текст 1800","This is text 1800","","False","context_for_row_1800","",""
"","Это текст 1801","This is text 1801","","False","context_for_row_1801","",""
"","Это текст 1802","This is text 1802","","False","context_for_row_1802","",""
"","Это текст 1803","This is text 1803","","False","context_for_row_1803","",""
"","Это текст 1804","This is text 1804","","False","context_for_row_1804","",""
"","Это текст 1805","This is text 1805","","False","context_for_row_1805","",""
"","Это текст 1806","This is text 1806","","False","context_for_row_1806","",""
"","Это текст 1807","This is text 1807","","False","context_for_row_1807","",""
"","Это текст 1808","This is text 1808","","False","context_for_row_1808","",""
"","Это текст 1809","This is text 1809","","False","context_for_row_1809","",""
"","Это текст 1810","This is text 1810","","False","context_for_row_1810","",""
"","Это текст 1811","This is text 1811","","False","context_for_row_1811","",""
"","Это текст 1812","This is text 1812","","False","context_for_row_1812","",""
"","Это текст 1813","This is text 1813","","False","context_for_row_1813","",""
"","Это текст 1814","This is text 1814","","False","context_for_row_1814","",""
"","Это текст 1815","This is text 1815","","False","context_for_row_1815","",""
"","Это текст 1816","This is text 1816","","False","context_for_row_1816","",""
"","Это текст 1817","This is text 1817","","False","context_for_row_1817","",""
"","Это текст 1818","This is text 1818","","False","context_for_row_1818","",""
"","Это текст 1819","This is text 1819","","False","context_for_row_1819","",""
"","Это текст 1820","This is text 1820","","False","context_for_row_1820","",""
"","Это текст 1821","This is text 1821","","False","context_for_row_1821","",""
"","Это текст 1822","This is text 1822","","False","context_for_row_1822","",""
"","Это текст 1823","This is text 1823","","False","context_for_row_1823","",""
"","Это текст 1824","This is text 1824","","False","context_for_row_1824","",""
"","Это текст 1825","This is text 1825","","False","context_for_row_1825","",""
"","Это текст 1826","This is text 1826","","False","context_for_row_1826","",""
"","Это текст 1827","This is text 1827","","False","context_for_row_1827","",""
"","Это текст 1828","This is text 1828","","False","context_for_row_1828","",""
"","Это текст 1829","This is text 1829","","False","context_for_row_1829","",""
"","Это текст 1830","This is text 1830","","False","context_for_row_1830","",""
"","Это текст 1831","This is text 1831","","False","context_for_row_1831","",""
"","Это текст 1832","This is text 1832","","False","context_for_row_1832","",""
"","Это текст 1833","This is text 1833","","False","context_for_row_1833","",""
"","Это текст 1834","This is text 1834","","False","context_for_row_1834","",""
"","Это текст 1835","This is text 1835","","False","context_for_row_1835","",""
"","Это текст 1836","This is text 1836","","False","context_for_row_1836","",""
"","Это текст 1837","This is text 1837","","False","context_for_row_1837","",""
"","Это текст 1838","This is text 1838","","False","context_for_row_1838","",""
"","Это текст 1839","This is text 1839","","False","context_for_row_1839","",""
"","Это текст 1840","This is text 1840","","False","context_for_row_1840","",""
"","Это текст 1841","This is text 1841","","False","context_for_row_1841","",""
"","Это текст 1842","This is text 1842","","False","context_for_row_1842","",""
"","Это текст 1843","This is text 1843","","False","context_for_row_1843","",""
"","Это текст 1844","This is text 1844","","False","context_for_row_1844","",""
"","Это текст 1845","This is text 1845","","False","context_for_row_1845","",""
"","Это текст 1846","This is text 1846","","False","context_for_row_1846","",""
"","Это текст 1847","This is text 1847","","False","context_for_row_1847","",""
"","Это текст 1848","This is text 1848","","False","context_for_row_1848","",""
"","Это текст 1849","This is text 1849","","False","context_for_row_1849","",""
"","Это текст 1850","This is text 1850","","False","context_for_row_1850","",""
"","Это текст 1851","This is  text 1851","","False","context_for_row_1851","",""
"","Это текст 1852","This is text 1852","","False","context_for_row_1852","",""
"","Это текст 1853","This is text 1853","","False","context_for_row_1853","",""
"","Это текст 1854","This is text 1854","","False","context_for_row_1854","",""
"","Это текст 1855","This is text 1855","","False","context_for_row_1855","",""
"","Это текст 1856","This is text 1856","","False","context_for_row_1856","",""
"","Это текст 1857","This is text 1857","","False","context_for_row_1857","",""
"","Это текст 1858","This is text 1858","","False","context_for_row_1858","",""
"","Это текст 1859","This is text 1859","","False","context_for_row_1859","",""
"","Это текст 1860","This is text 1860","","False","context_for_row_1860","",""
"","Это текст 1861","This is text 1861","","False","context_for_row_1861","",""
"","Это текст 1862","This is text 1862","","False","context_for_row_1862","",""
"","Это текст 1863","This is text 1863","","False","context_for_row_1863","",""
"","Это текст 1864","This is text 1864","","False","context_for_row_1864","",""
"","Это текст 1865","This is text 1865","","False","context_for_row_1865","",""
"","Это текст 1866","This is text 1866","","False","context_for_row_1866","",""
"","Это текст 1867","This is text 1867","","False","context_for_row_1867","",""
"","Это текст 1868","This is text 1868","","False","context_for_row_1868","",""
"","Это текст 1869","This is text 1869","","False","context_for_row_1869","",""
"","Это текст 1870","This is text 1870","","False","context_for_row_1870","",""
"","Это текст 1871","This is text 1871","","False","context_for_row_1871","",""
"","Это текст 1872","This is text 1872","","False","context_for_row_1872","",""
"","Это текст 1873","This is text 1873","","False","context_for_row_1873","",""
"","Это текст 1874","This is text 1874","","False","context_for_row_1874","",""
"","Это текст 1875","This is text 1875","","False","context_for_row_1875","",""
"","Это текст 1876","This is text 1876","","False","context_for_row_1876","",""
"","Это текст 1877","This is text 1877","","False","context_for_row_1877","",""
"","Это текст 1878","This is text 1878","","False","context_for_row_1878","",""
"","Это текст 1879","This is text 1879","","False","context_for_row_1879","",""
"","Это текст 1880","This is text 1880","","False","context_for_row_1880","",""
"","Это текст 1881","This is text 1881","","False","context_for_row_1881","",""
"","Это текст 1882","This is text 1882","","False","context_for_row_1882","",""
"","Это текст 1883","This is text 1883","","False","context_for_row_1883","",""
"","Это текст 1884","This is text 1884","","False","context_for_row_1884","",""
"","Это текст 1885","This is text 1885","","False","context_for_row_1885","",""
"","Это текст 1886","This is text 1886","","False","context_for_row_1886","",""
"","Это текст 1887","This is text 1887","","False","context_for_row_1887","",""
"","Это текст 1888","This is text 1888","","False","context_for_row_1888","",""
"","Это текст 1889","This is text 1889","","False","context_for_row_1889","",""
"","Это текст 1890","This is text 1890","","False","context_for_row_1890","",""
"","Это текст 1891","This is text 1891","","False","context_for_row_1891","",""
"","Это текст 1892","This is text 1892","","False","context_for_row_1892","",""
"","Это текст 1893","This is text 1893","","False","context_for_row_1893","",""
"","Это текст 1894","This is text 1894","","False","context_for_row_1894","",""
"","Это текст 1895","This is text 1895","","False","context_for_row_1895","",""
"","Это текст 1896","This is text 1896","","False","context_for_row_1896","",""
"","Это текст 1897","This is text 1897","","False","context_for_row_1897","",""
"","Это текст 1898","This is text 1898","","False","context_for_row_1898","",""
"","Это текст 1899","This is text 1899","","False","context_for_row_1899","",""
"","Это текст 1900","This is text 1900","","False","context_for_row_1900","",""
"","Это текст 1901","This is text 1901","","False","context_for_row_1901","",""
"","Это текст 1902","This is text 1902","","False","context_for_row_1902","",""
"","Это текст 1903","This is text 1903","","False","context_for_row_1903","",""
"","Это текст 1904","This is text 1904","","False","context_for_row_1904","",""
"","Это текст 1905","This is text 1905","","False","context_for_row_1905","",""
"","Это текст 1906","This is text 1906","","False","context_for_row_1906","",""
"","Это текст 1907","This is text 1907","","False","context_for_row_1907","",""
"","Это текст 1908","This is text 1908","","False","context_for_row_1908","",""
"","Это текст 1909","This is text 1909","","False","context_for_row_1909","",""
"","Это текст 1910","This is text 1910","","False","context_for_row_1910","",""
"","Это текст 1911","This is text 1911","","False","context_for_row_1911","",""
"","Это текст 1912","This is text 1912","","False","context_for_row_1912","",""
"","Это текст 1913","This is text 1913","","False","context_for_row_1913","",""
