location,source,target,ID,fuzzy,context,translator_comments,developer_comments
,Это текст 1625,Это текст 1625,,FALSE,context_for_row_1625,,
,Это текст 1626,Это текст 1626,,FALSE,context_for_row_1626,,
,Это текст 1627,Это текст 1627,,FALSE,context_for_row_1627,,
,Это текст 1628,Это текст 1628,,FALSE,context_for_row_1628,,
,Это текст 1629,Это текст 1629,,FALSE,context_for_row_1629,,
,Это текст 1630,Это текст 1630,,FALSE,context_for_row_1630,,
,Это текст 1631,Это текст 1631,,FALSE,context_for_row_1631,,
,Это текст 1632,Это текст 1632,,FALSE,context_for_row_1632,,
,Это текст 1633,Это текст 1633,,FALSE,context_for_row_1633,,
,Это текст 1634,Это текст 1634,,FALSE,context_for_row_1634,,
,Это текст 1635,Это текст 1635,,FALSE,context_for_row_1635,,
,Это текст 1636,Это текст 1636,,FALSE,context_for_row_1636,,
,Это текст 1637,Это текст 1637,,FALSE,context_for_row_1637,,
,Это текст 1638,Это текст 1638,,FALSE,context_for_row_1638,,
,Это текст 1639,Это текст 1639,,FALSE,context_for_row_1639,,
,Это текст 1640,Это текст 1640,,FALSE,context_for_row_1640,,
,Это текст 1641,Это текст 1641,,FALSE,context_for_row_1641,,
,Это текст 1642,Это текст 1642,,FALSE,context_for_row_1642,,
,Это текст 1643,Это текст 1643,,FALSE,context_for_row_1643,,
,Это текст 1644,Это текст 1644,,FALSE,context_for_row_1644,,
,Это текст 1645,Это текст 1645,,FALSE,context_for_row_1645,,
,Это текст 1646,Это текст 1646,,FALSE,context_for_row_1646,,
,Это текст 1647,Это текст 1647,,FALSE,context_for_row_1647,,
,Это текст 1648,Это текст 1648,,FALSE,context_for_row_1648,,
,Это текст 1649,Это текст 1649,,FALSE,context_for_row_1649,,
,Это текст 1650,Это текст 1650,,FALSE,context_for_row_1650,,
,Это текст 1651,Это текст 1651,,FALSE,context_for_row_1651,,
,Это текст 1652,Это текст 1652,,FALSE,context_for_row_1652,,
,Это текст 1653,Это текст 1653,,FALSE,context_for_row_1653,,
,Это текст 1654,Это текст 1654,,FALSE,context_for_row_1654,,
,Это текст 1655,Это текст 1655,,FALSE,context_for_row_1655,,
,Это текст 1656,Это текст 1656,,FALSE,context_for_row_1656,,
,Это текст 1657,Это текст 1657,,FALSE,context_for_row_1657,,
,Это текст 1658,Это текст 1658,,FALSE,context_for_row_1658,,
,Это текст 1659,Это текст 1659,,FALSE,context_for_row_1659,,
,Это текст 1660,Это текст 1660,,FALSE,context_for_row_1660,,
,Это текст 1661,Это текст 1661,,FALSE,context_for_row_1661,,
,Это текст 1662,Это текст 1662,,FALSE,context_for_row_1662,,
,Это текст 1663,Это текст 1663,,FALSE,context_for_row_1663,,
,Это текст 1664,Это текст 1664,,FALSE,context_for_row_1664,,
,Это текст 1665,Это текст 1665,,FALSE,context_for_row_1665,,
,Это текст 1666,Это текст 1666,,FALSE,context_for_row_1666,,
,Это текст 1667,Это текст 1667,,FALSE,context_for_row_1667,,
,Это текст 1668,Это текст 1668,,FALSE,context_for_row_1668,,
,Это текст 1669,Это текст 1669,,FALSE,context_for_row_1669,,
,Это текст 1670,Это текст 1670,,FALSE,context_for_row_1670,,
,Это текст 1671,Это текст 1671,,FALSE,context_for_row_1671,,
,Это текст 1672,Это текст 1672,,FALSE,context_for_row_1672,,
,Это текст 1673,Это текст 1673,,FALSE,context_for_row_1673,,
,Это текст 1674,Это текст 1674,,FALSE,context_for_row_1674,,
,Это текст 1675,Это текст 1675,,FALSE,context_for_row_1675,,
,Это текст 1676,Это текст 1676,,FALSE,context_for_row_1676,,
,Это текст 1677,Это текст 1677,,FALSE,context_for_row_1677,,
,Это текст 1678,Это текст 1678,,FALSE,context_for_row_1678,,
,Это текст 1679,Это текст 1679,,FALSE,context_for_row_1679,,
,Это текст 1680,Это текст 1680,,FALSE,context_for_row_1680,,
,Это текст 1681,Это текст 1681,,FALSE,context_for_row_1681,,
,Это текст 1682,Это текст 1682,,FALSE,context_for_row_1682,,
,Это текст 1683,Это текст 1683,,FALSE,context_for_row_1683,,
,Это текст 1684,Это текст 1684,,FALSE,context_for_row_1684,,
,Это текст 1685,Это текст 1685,,FALSE,context_for_row_1685,,
,Это текст 1686,Это текст 1686,,FALSE,context_for_row_1686,,
,Это текст 1687,Это текст 1687,,FALSE,context_for_row_1687,,
,Это текст 1688,Это текст 1688,,FALSE,context_for_row_1688,,
,Это текст 1689,Это текст 1689,,FALSE,context_for_row_1689,,
,Это текст 1690,Это текст 1690,,FALSE,context_for_row_1690,,
,Это текст 1691,Это текст 1691,,FALSE,context_for_row_1691,,
,Это текст 1692,Это текст 1692,,FALSE,context_for_row_1692,,
,Это текст 1693,Это текст 1693,,FALSE,context_for_row_1693,,
,Это текст 1694,Это текст 1694,,FALSE,context_for_row_1694,,
,Это текст 1695,Это текст 1695,,FALSE,context_for_row_1695,,
,Это текст 1696,Это текст 1696,,FALSE,context_for_row_1696,,
,Это текст 1697,Это текст 1697,,FALSE,context_for_row_1697,,
,Это текст 1698,Это текст 1698,,FALSE,context_for_row_1698,,
,Это текст 1699,Это текст 1699,,FALSE,context_for_row_1699,,
,Это текст 1700,Это текст 1700,,FALSE,context_for_row_1700,,
,Это текст 1701,Это текст 1701,,FALSE,context_for_row_1701,,
,Это текст 1702,Это текст 1702,,FALSE,context_for_row_1702,,
,Это текст 1703,Это текст 1703,,FALSE,context_for_row_1703,,
,Это текст 1704,Это текст 1704,,FALSE,context_for_row_1704,,
,Это текст 1705,Это текст 1705,,FALSE,context_for_row_1705,,
,Это текст 1706,Это текст 1706,,FALSE,context_for_row_1706,,
,Это текст 1707,Это текст 1707,,FALSE,context_for_row_1707,,
,Это текст 1708,Это текст 1708,,FALSE,context_for_row_1708,,
,Это текст 1709,Это текст 1709,,FALSE,context_for_row_1709,,
,Это текст 1710,Это текст 1710,,FALSE,context_for_row_1710,,
,Это текст 1711,Это текст 1711,,FALSE,context_for_row_1711,,
,Это текст 1712,Это текст 1712,,FALSE,context_for_row_1712,,
,Это текст 1713,Это текст 1713,,FALSE,context_for_row_1713,,
,Это текст 1714,Это текст 1714,,FALSE,context_for_row_1714,,
,Это текст 1715,Это текст 1715,,FALSE,context_for_row_1715,,
,Это текст 1716,Это текст 1716,,FALSE,context_for_row_1716,,
,Это текст 1717,Это текст 1717,,FALSE,context_for_row_1717,,
,Это текст 1718,Это текст 1718,,FALSE,context_for_row_1718,,
,Это текст 1719,Это текст 1719,,FALSE,context_for_row_1719,,
,Это текст 1720,Это текст 1720,,FALSE,context_for_row_1720,,
,Это текст 1721,Это текст 1721,,FALSE,context_for_row_1721,,
,Это текст 1722,Это текст 1722,,FALSE,context_for_row_1722,,
,Это текст 1723,Это текст 1723,,FALSE,context_for_row_1723,,
,Это текст 1724,Это текст 1724,,FALSE,context_for_row_1724,,
,Это текст 1725,Это текст 1725,,FALSE,context_for_row_1725,,
,Это текст 1726,Это текст 1726,,FALSE,context_for_row_1726,,
,Это текст 1727,Это текст 1727,,FALSE,context_for_row_1727,,
,Это текст 1728,Это текст 1728,,FALSE,context_for_row_1728,,
,Это текст 1729,Это текст 1729,,FALSE,context_for_row_1729,,
,Это текст 1730,Это текст 1730,,FALSE,context_for_row_1730,,
,Это текст 1731,Это текст 1731,,FALSE,context_for_row_1731,,
,Это текст 1732,Это текст 1732,,FALSE,context_for_row_1732,,
,Это текст 1733,Это текст 1733,,FALSE,context_for_row_1733,,
,Это текст 1734,Это текст 1734,,FALSE,context_for_row_1734,,
,Это текст 1735,Это текст 1735,,FALSE,context_for_row_1735,,
,Это текст 1736,Это текст 1736,,FALSE,context_for_row_1736,,
,Это текст 1737,Это текст 1737,,FALSE,context_for_row_1737,,
,Это текст 1738,Это текст 1738,,FALSE,context_for_row_1738,,
,Это текст 1739,Это текст 1739,,FALSE,context_for_row_1739,,
,Это текст 1740,Это текст 1740,,FALSE,context_for_row_1740,,
,Это текст 1741,Это текст 1741,,FALSE,context_for_row_1741,,
,Это текст 1742,Это текст 1742,,FALSE,context_for_row_1742,,
,Это текст 1743,Это текст 1743,,FALSE,context_for_row_1743,,
,Это текст 1744,Это текст 1744,,FALSE,context_for_row_1744,,
,Это текст 1745,Это текст 1745,,FALSE,context_for_row_1745,,
,Это текст 1746,Это текст 1746,,FALSE,context_for_row_1746,,
,Это текст 1747,Это текст 1747,,FALSE,context_for_row_1747,,
,Это текст 1748,Это текст 1748,,FALSE,context_for_row_1748,,
,Это текст 1749,Это текст 1749,,FALSE,context_for_row_1749,,
,Это текст 1750,Это текст 1750,,FALSE,context_for_row_1750,,
,Это текст 1751,Это текст 1751,,FALSE,context_for_row_1751,,
,Это текст 1752,Это текст 1752,,FALSE,context_for_row_1752,,
,Это текст 1753,Это текст 1753,,FALSE,context_for_row_1753,,
,Это текст 1754,Это текст 1754,,FALSE,context_for_row_1754,,
,Это текст 1755,Это текст 1755,,FALSE,context_for_row_1755,,
,Это текст 1756,Это текст 1756,,FALSE,context_for_row_1756,,
,Это текст 1757,Это текст 1757,,FALSE,context_for_row_1757,,
,Это текст 1758,Это текст 1758,,FALSE,context_for_row_1758,,
,Это текст 1759,Это текст 1759,,FALSE,context_for_row_1759,,
,Это текст 1760,Это текст 1760,,FALSE,context_for_row_1760,,
,Это текст 1761,Это текст 1761,,FALSE,context_for_row_1761,,
,Это текст 1762,Это текст 1762,,FALSE,context_for_row_1762,,
,Это текст 1763,Это текст 1763,,FALSE,context_for_row_1763,,
,Это текст 1764,Это текст 1764,,FALSE,context_for_row_1764,,
,Это текст 1765,Это текст 1765,,FALSE,context_for_row_1765,,
,Это текст 1766,Это текст 1766,,FALSE,context_for_row_1766,,
,Это текст 1767,Это текст 1767,,FALSE,context_for_row_1767,,
,Это текст 1768,Это текст 1768,,FALSE,context_for_row_1768,,
,Это текст 1769,Это текст 1769,,FALSE,context_for_row_1769,,
,Это текст 1770,Это текст 1770,,FALSE,context_for_row_1770,,
,Это текст 1771,Это текст 1771,,FALSE,context_for_row_1771,,
,Это текст 1772,Это текст 1772,,FALSE,context_for_row_1772,,
,Это текст 1773,Это текст 1773,,FALSE,context_for_row_1773,,
,Это текст 1774,Это текст 1774,,FALSE,context_for_row_1774,,
,Это текст 1775,Это текст 1775,,FALSE,context_for_row_1775,,
,Это текст 1776,Это текст 1776,,FALSE,context_for_row_1776,,
,Это текст 1777,Это текст 1777,,FALSE,context_for_row_1777,,
,Это текст 1778,Это текст 1778,,FALSE,context_for_row_1778,,
,Это текст 1779,Это текст 1779,,FALSE,context_for_row_1779,,
,Это текст 1780,Это текст 1780,,FALSE,context_for_row_1780,,
,Это текст 1781,Это текст 1781,,FALSE,context_for_row_1781,,
,Это текст 1782,Это текст 1782,,FALSE,context_for_row_1782,,
,Это текст 1783,Это текст 1783,,FALSE,context_for_row_1783,,
,Это текст 1784,Это текст 1784,,FALSE,context_for_row_1784,,
,Это текст 1785,Это текст 1785,,FALSE,context_for_row_1785,,
,Это текст 1786,Это текст 1786,,FALSE,context_for_row_1786,,
,Это текст 1787,Это текст 1787,,FALSE,context_for_row_1787,,
,Это текст 1788,Это текст 1788,,FALSE,context_for_row_1788,,
,Это текст 1789,Это текст 1789,,FALSE,context_for_row_1789,,
,Это текст 1790,Это текст 1790,,FALSE,context_for_row_1790,,
,Это текст 1791,Это текст 1791,,FALSE,context_for_row_1791,,
,Это текст 1792,Это текст 1792,,FALSE,context_for_row_1792,,
,Это текст 1793,Это текст 1793,,FALSE,context_for_row_1793,,
,Это текст 1794,Это текст 1794,,FALSE,context_for_row_1794,,
,Это текст 1795,Это текст 1795,,FALSE,context_for_row_1795,,
,Это текст 1796,Это текст 1796,,FALSE,context_for_row_1796,,
,Это текст 1797,Это текст 1797,,FALSE,context_for_row_1797,,
,Это текст 1798,Это текст 1798,,FALSE,context_for_row_1798,,
,Это текст 1799,Это текст 1799,,FALSE,context_for_row_1799,,
,Это текст 1800,Это текст 1800,,FALSE,context_for_row_1800,,
,Это текст 1801,Это текст 1801,,FALSE,context_for_row_1801,,
,Это текст 1802,Это текст 1802,,FALSE,context_for_row_1802,,
,Это текст 1803,Это текст 1803,,FALSE,context_for_row_1803,,
,Это текст 1804,Это текст 1804,,FALSE,context_for_row_1804,,
,Это текст 1805,Это текст 1805,,FALSE,context_for_row_1805,,
,Это текст 1806,Это текст 1806,,FALSE,context_for_row_1806,,
,Это текст 1807,Это текст 1807,,FALSE,context_for_row_1807,,
,Это текст 1808,Это текст 1808,,FALSE,context_for_row_1808,,
,Это текст 1809,Это текст 1809,,FALSE,context_for_row_1809,,
,Это текст 1810,Это текст 1810,,FALSE,context_for_row_1810,,
,Это текст 1811,Это текст 1811,,FALSE,context_for_row_1811,,
,Это текст 1812,Это текст 1812,,FALSE,context_for_row_1812,,
,Это текст 1813,Это текст 1813,,FALSE,context_for_row_1813,,
,Это текст 1814,Это текст 1814,,FALSE,context_for_row_1814,,
,Это текст 1815,Это текст 1815,,FALSE,context_for_row_1815,,
,Это текст 1816,Это текст 1816,,FALSE,context_for_row_1816,,
,Это текст 1817,Это текст 1817,,FALSE,context_for_row_1817,,
,Это текст 1818,Это текст 1818,,FALSE,context_for_row_1818,,
,Это текст 1819,Это текст 1819,,FALSE,context_for_row_1819,,
,Это текст 1820,Это текст 1820,,FALSE,context_for_row_1820,,
,Это текст 1821,Это текст 1821,,FALSE,context_for_row_1821,,
,Это текст 1822,Это текст 1822,,FALSE,context_for_row_1822,,
,Это текст 1823,Это текст 1823,,FALSE,context_for_row_1823,,
,Это текст 1824,Это текст 1824,,FALSE,context_for_row_1824,,
,Это текст 1825,Это текст 1825,,FALSE,context_for_row_1825,,
,Это текст 1826,Это текст 1826,,FALSE,context_for_row_1826,,
,Это текст 1827,Это текст 1827,,FALSE,context_for_row_1827,,
,Это текст 1828,Это текст 1828,,FALSE,context_for_row_1828,,
,Это текст 1829,Это текст 1829,,FALSE,context_for_row_1829,,
,Это текст 1830,Это текст 1830,,FALSE,context_for_row_1830,,
,Это текст 1831,Это текст 1831,,FALSE,context_for_row_1831,,
,Это текст 1832,Это текст 1832,,FALSE,context_for_row_1832,,
,Это текст 1833,Это текст 1833,,FALSE,context_for_row_1833,,
,Это текст 1834,Это текст 1834,,FALSE,context_for_row_1834,,
,Это текст 1835,Это текст 1835,,FALSE,context_for_row_1835,,
,Это текст 1836,Это текст 1836,,FALSE,context_for_row_1836,,
,Это текст 1837,Это текст 1837,,FALSE,context_for_row_1837,,
,Это текст 1838,Это текст 1838,,FALSE,context_for_row_1838,,
,Это текст 1839,Это текст 1839,,FALSE,context_for_row_1839,,
,Это текст 1840,Это текст 1840,,FALSE,context_for_row_1840,,
,Это текст 1841,Это текст 1841,,FALSE,context_for_row_1841,,
,Это текст 1842,Это текст 1842,,FALSE,context_for_row_1842,,
,Это текст 1843,Это текст 1843,,FALSE,context_for_row_1843,,
,Это текст 1844,Это текст 1844,,FALSE,context_for_row_1844,,
,Это текст 1845,Это текст 1845,,FALSE,context_for_row_1845,,
,Это текст 1846,Это текст 1846,,FALSE,context_for_row_1846,,
,Это текст 1847,Это текст 1847,,FALSE,context_for_row_1847,,
,Это текст 1848,Это текст 1848,,FALSE,context_for_row_1848,,
,Это текст 1849,Это текст 1849,,FALSE,context_for_row_1849,,
,Это текст 1850,Это текст 1850,,FALSE,context_for_row_1850,,
,Это текст 1851,Это текст 1851,,FALSE,context_for_row_1851,,
,Это текст 1852,Это текст 1852,,FALSE,context_for_row_1852,,
,Это текст 1853,Это текст 1853,,FALSE,context_for_row_1853,,
,Это текст 1854,Это текст 1854,,FALSE,context_for_row_1854,,
,Это текст 1855,Это текст 1855,,FALSE,context_for_row_1855,,
,Это текст 1856,Это текст 1856,,FALSE,context_for_row_1856,,
,Это текст 1857,Это текст 1857,,FALSE,context_for_row_1857,,
,Это текст 1858,Это текст 1858,,FALSE,context_for_row_1858,,
,Это текст 1859,Это текст 1859,,FALSE,context_for_row_1859,,
,Это текст 1860,Это текст 1860,,FALSE,context_for_row_1860,,
,Это текст 1861,Это текст 1861,,FALSE,context_for_row_1861,,
,Это текст 1862,Это текст 1862,,FALSE,context_for_row_1862,,
,Это текст 1863,Это текст 1863,,FALSE,context_for_row_1863,,
,Это текст 1864,Это текст 1864,,FALSE,context_for_row_1864,,
,Это текст 1865,Это текст 1865,,FALSE,context_for_row_1865,,
,Это текст 1866,Это текст 1866,,FALSE,context_for_row_1866,,
,Это текст 1867,Это текст 1867,,FALSE,context_for_row_1867,,
,Это текст 1868,Это текст 1868,,FALSE,context_for_row_1868,,
,Это текст 1869,Это текст 1869,,FALSE,context_for_row_1869,,
,Это текст 1870,Это текст 1870,,FALSE,context_for_row_1870,,
,Это текст 1871,Это текст 1871,,FALSE,context_for_row_1871,,
,Это текст 1872,Это текст 1872,,FALSE,context_for_row_1872,,
,Это текст 1873,Это текст 1873,,FALSE,context_for_row_1873,,
,Это текст 1874,Это текст 1874,,FALSE,context_for_row_1874,,
,Это текст 1875,Это текст 1875,,FALSE,context_for_row_1875,,
,Это текст 1876,Это текст 1876,,FALSE,context_for_row_1876,,
,Это текст 1877,Это текст 1877,,FALSE,context_for_row_1877,,
,Это текст 1878,Это текст 1878,,FALSE,context_for_row_1878,,
,Это текст 1879,Это текст 1879,,FALSE,context_for_row_1879,,
,Это текст 1880,Это текст 1880,,FALSE,context_for_row_1880,,
,Это текст 1881,Это текст 1881,,FALSE,context_for_row_1881,,
,Это текст 1882,Это текст 1882,,FALSE,context_for_row_1882,,
,Это текст 1883,Это текст 1883,,FALSE,context_for_row_1883,,
,Это текст 1884,Это текст 1884,,FALSE,context_for_row_1884,,
,Это текст 1885,Это текст 1885,,FALSE,context_for_row_1885,,
,Это текст 1886,Это текст 1886,,FALSE,context_for_row_1886,,
,Это текст 1887,Это текст 1887,,FALSE,context_for_row_1887,,
,Это текст 1888,Это текст 1888,,FALSE,context_for_row_1888,,
,Это текст 1889,Это текст 1889,,FALSE,context_for_row_1889,,
,Это текст 1890,Это текст 1890,,FALSE,context_for_row_1890,,
,Это текст 1891,Это текст 1891,,FALSE,context_for_row_1891,,
,Это текст 1892,Это текст 1892,,FALSE,context_for_row_1892,,
,Это текст 1893,Это текст 1893,,FALSE,context_for_row_1893,,
,Это текст 1894,Это текст 1894,,FALSE,context_for_row_1894,,
,Это текст 1895,Это текст 1895,,FALSE,context_for_row_1895,,
,Это текст 1896,Это текст 1896,,FALSE,context_for_row_1896,,
,Это текст 1897,Это текст 1897,,FALSE,context_for_row_1897,,
,Это текст 1898,Это текст 1898,,FALSE,context_for_row_1898,,
,Это текст 1899,Это текст 1899,,FALSE,context_for_row_1899,,
,Это текст 1900,Это текст 1900,,FALSE,context_for_row_1900,,
,Это текст 1901,Это текст 1901,,FALSE,context_for_row_1901,,
,Это текст 1902,Это текст 1902,,FALSE,context_for_row_1902,,
,Это текст 1903,Это текст 1903,,FALSE,context_for_row_1903,,
,Это текст 1904,Это текст 1904,,FALSE,context_for_row_1904,,
,Это текст 1905,Это текст 1905,,FALSE,context_for_row_1905,,
,Это текст 1906,Это текст 1906,,FALSE,context_for_row_1906,,
,Это текст 1907,Это текст 1907,,FALSE,context_for_row_1907,,
,Это текст 1908,Это текст 1908,,FALSE,context_for_row_1908,,
,Это текст 1909,Это текст 1909,,FALSE,context_for_row_1909,,
,Это текст 1910,Это текст 1910,,FALSE,context_for_row_1910,,
,Это текст 1911,Это текст 1911,,FALSE,context_for_row_1911,,
,Это текст 1912,Это текст 1912,,FALSE,context_for_row_1912,,
,Это текст 1913,Это текст 1913,,FALSE,context_for_row_1913,,
,Это текст 1914,Это текст 1914,,FALSE,context_for_row_1914,,
,Это текст 1915,Это текст 1915,,FALSE,context_for_row_1915,,
,Это текст 1916,Это текст 1916,,FALSE,context_for_row_1916,,
,Это текст 1917,Это текст 1917,,FALSE,context_for_row_1917,,
,Это текст 1918,Это текст 1918,,FALSE,context_for_row_1918,,
,Это текст 1919,Это текст 1919,,FALSE,context_for_row_1919,,
,Это текст 1920,Это текст 1920,,FALSE,context_for_row_1920,,
,Это текст 1921,Это текст 1921,,FALSE,context_for_row_1921,,
,Это текст 1922,Это текст 1922,,FALSE,context_for_row_1922,,
,Это текст 1923,Это текст 1923,,FALSE,context_for_row_1923,,
,Это текст 1924,Это текст 1924,,FALSE,context_for_row_1924,,
,Это текст 1925,Это текст 1925,,FALSE,context_for_row_1925,,
,Это текст 1926,Это текст 1926,,FALSE,context_for_row_1926,,
,Это текст 1927,Это текст 1927,,FALSE,context_for_row_1927,,
,Это текст 1928,Это текст 1928,,FALSE,context_for_row_1928,,
,Это текст 1929,Это текст 1929,,FALSE,context_for_row_1929,,
,Это текст 1930,Это текст 1930,,FALSE,context_for_row_1930,,
,Это текст 1931,Это текст 1931,,FALSE,context_for_row_1931,,
,Это текст 1932,Это текст 1932,,FALSE,context_for_row_1932,,
,Это текст 1933,Это текст 1933,,FALSE,context_for_row_1933,,
,Это текст 1934,Это текст 1934,,FALSE,context_for_row_1934,,
,Это текст 1935,Это текст 1935,,FALSE,context_for_row_1935,,
,Это текст 1936,Это текст 1936,,FALSE,context_for_row_1936,,
,Это текст 1937,Это текст 1937,,FALSE,context_for_row_1937,,
,Это текст 1938,Это текст 1938,,FALSE,context_for_row_1938,,
,Это текст 1939,Это текст 1939,,FALSE,context_for_row_1939,,
,Это текст 1940,Это текст 1940,,FALSE,context_for_row_1940,,
,Это текст 1941,Это текст 1941,,FALSE,context_for_row_1941,,
,Это текст 1942,Это текст 1942,,FALSE,context_for_row_1942,,
,Это текст 1943,Это текст 1943,,FALSE,context_for_row_1943,,
,Это текст 1944,Это текст 1944,,FALSE,context_for_row_1944,,
,Это текст 1945,Это текст 1945,,FALSE,context_for_row_1945,,
,Это текст 1946,Это текст 1946,,FALSE,context_for_row_1946,,
,Это текст 1947,Это текст 1947,,FALSE,context_for_row_1947,,
,Это текст 1948,Это текст 1948,,FALSE,context_for_row_1948,,
,Это текст 1949,Это текст 1949,,FALSE,context_for_row_1949,,
,Это текст 1950,Это текст 1950,,FALSE,context_for_row_1950,,
,Это текст 1951,Это текст 1951,,FALSE,context_for_row_1951,,
,Это текст 1952,Это текст 1952,,FALSE,context_for_row_1952,,
,Это текст 1953,Это текст 1953,,FALSE,context_for_row_1953,,
,Это текст 1954,Это текст 1954,,FALSE,context_for_row_1954,,
,Это текст 1955,Это текст 1955,,FALSE,context_for_row_1955,,
,Это текст 1956,Это текст 1956,,FALSE,context_for_row_1956,,
,Это текст 1957,Это текст 1957,,FALSE,context_for_row_1957,,
,Это текст 1958,Это текст 1958,,FALSE,context_for_row_1958,,
,Это текст 1959,Это текст 1959,,FALSE,context_for_row_1959,,
,Это текст 1960,Это текст 1960,,FALSE,context_for_row_1960,,
,Это текст 1961,Это текст 1961,,FALSE,context_for_row_1961,,
,Это текст 1962,Это текст 1962,,FALSE,context_for_row_1962,,
,Это текст 1963,Это текст 1963,,FALSE,context_for_row_1963,,
,Это текст 1964,Это текст 1964,,FALSE,context_for_row_1964,,
,Это текст 1965,Это текст 1965,,FALSE,context_for_row_1965,,
,Это текст 1966,Это текст 1966,,FALSE,context_for_row_1966,,
,Это текст 1967,Это текст 1967,,FALSE,context_for_row_1967,,
,Это текст 1968,Это текст 1968,,FALSE,context_for_row_1968,,
,Это текст 1969,Это текст 1969,,FALSE,context_for_row_1969,,
,Это текст 1970,Это текст 1970,,FALSE,context_for_row_1970,,
,Это текст 1971,Это текст 1971,,FALSE,context_for_row_1971,,
,Это текст 1972,Это текст 1972,,FALSE,context_for_row_1972,,
,Это текст 1973,Это текст 1973,,FALSE,context_for_row_1973,,
,Это текст 1974,Это текст 1974,,FALSE,context_for_row_1974,,
,Это текст 1975,Это текст 1975,,FALSE,context_for_row_1975,,
,Это текст 1976,Это текст 1976,,FALSE,context_for_row_1976,,
,Это текст 1977,Это текст 1977,,FALSE,context_for_row_1977,,
,Это текст 1978,Это текст 1978,,FALSE,context_for_row_1978,,
,Это текст 1979,Это текст 1979,,FALSE,context_for_row_1979,,
,Это текст 1980,Это текст 1980,,FALSE,context_for_row_1980,,
,Это текст 1981,Это текст 1981,,FALSE,context_for_row_1981,,
,Это текст 1982,Это текст 1982,,FALSE,context_for_row_1982,,
,Это текст 1983,Это текст 1983,,FALSE,context_for_row_1983,,
,Это текст 1984,Это текст 1984,,FALSE,context_for_row_1984,,
,Это текст 1985,Это текст 1985,,FALSE,context_for_row_1985,,
,Это текст 1986,Это текст 1986,,FALSE,context_for_row_1986,,
,Это текст 1987,Это текст 1987,,FALSE,context_for_row_1987,,
,Это текст 1988,Это текст 1988,,FALSE,context_for_row_1988,,
,Это текст 1989,Это текст 1989,,FALSE,context_for_row_1989,,
,Это текст 1990,Это текст 1990,,FALSE,context_for_row_1990,,
,Это текст 1991,Это текст 1991,,FALSE,context_for_row_1991,,
,Это текст 1992,Это текст 1992,,FALSE,context_for_row_1992,,
,Это текст 1993,Это текст 1993,,FALSE,context_for_row_1993,,
,Это текст 1994,Это текст 1994,,FALSE,context_for_row_1994,,
,Это текст 1995,Это текст 1995,,FALSE,context_for_row_1995,,
,Это текст 1996,Это текст 1996,,FALSE,context_for_row_1996,,
,Это текст 1997,Это текст 1997,,FALSE,context_for_row_1997,,
,Это текст 1998,Это текст 1998,,FALSE,context_for_row_1998,,
,Это текст 1999,Это текст 1999,,FALSE,context_for_row_1999,,
,Это текст 2000,Это текст 2000,,FALSE,context_for_row_2000,,
,Это текст 2001,Это текст 2001,,FALSE,context_for_row_2001,,
,Это текст 2002,Это текст 2002,,FALSE,context_for_row_2002,,
,Это текст 2003,Это текст 2003,,FALSE,context_for_row_2003,,
,Это текст 2004,Это текст 2004,,FALSE,context_for_row_2004,,
,Это текст 2005,Это текст 2005,,FALSE,context_for_row_2005,,
,Это текст 2006,Это текст 2006,,FALSE,context_for_row_2006,,
,Это текст 2007,Это текст 2007,,FALSE,context_for_row_2007,,
,Это текст 2008,Это текст 2008,,FALSE,context_for_row_2008,,
,Это текст 2009,Это текст 2009,,FALSE,context_for_row_2009,,
,Это текст 2010,Это текст 2010,,FALSE,context_for_row_2010,,
,Это текст 2011,Это текст 2011,,FALSE,context_for_row_2011,,
,Это текст 2012,Это текст 2012,,FALSE,context_for_row_2012,,
,Это текст 2013,Это текст 2013,,FALSE,context_for_row_2013,,
,Это текст 2014,Это текст 2014,,FALSE,context_for_row_2014,,
,Это текст 2015,Это текст 2015,,FALSE,context_for_row_2015,,
,Это текст 2016,Это текст 2016,,FALSE,context_for_row_2016,,
,Это текст 2017,Это текст 2017,,FALSE,context_for_row_2017,,
,Это текст 2018,Это текст 2018,,FALSE,context_for_row_2018,,
,Это текст 2019,Это текст 2019,,FALSE,context_for_row_2019,,
,Это текст 2020,Это текст 2020,,FALSE,context_for_row_2020,,
,Это текст 2021,Это текст 2021,,FALSE,context_for_row_2021,,
,Это текст 2022,Это текст 2022,,FALSE,context_for_row_2022,,
,Это текст 2023,Это текст 2023,,FALSE,context_for_row_2023,,
,Это текст 2024,Это текст 2024,,FALSE,context_for_row_2024,,
,Это текст 2025,Это текст 2025,,FALSE,context_for_row_2025,,
,Это текст 2026,Это текст 2026,,FALSE,context_for_row_2026,,
,Это текст 2027,Это текст 2027,,FALSE,context_for_row_2027,,
,Это текст 2028,Это текст 2028,,FALSE,context_for_row_2028,,
,Это текст 2029,Это текст 2029,,FALSE,context_for_row_2029,,
,Это текст 2030,Это текст 2030,,FALSE,context_for_row_2030,,
,Это текст 2031,Это текст 2031,,FALSE,context_for_row_2031,,
,Это текст 2032,Это текст 2032,,FALSE,context_for_row_2032,,
,Это текст 2033,Это текст 2033,,FALSE,context_for_row_2033,,
,Это текст 2034,Это текст 2034,,FALSE,context_for_row_2034,,
